run_id,sigma,model,variable,value
1,0.75,milp,ls[1],0.0
1,0.75,milp,ls[2],0.0
1,0.75,milp,ls[3],0.0
1,0.75,milp,"q[1,NL0 0 CCGT]",0.0
1,0.75,milp,"q[2,NL0 0 CCGT]",0.0
1,0.75,milp,"q[3,NL0 0 CCGT]",0.0
1,0.75,milp,"q[1,NL0 1 coal]",0.0
1,0.75,milp,"q[2,NL0 1 coal]",98.75
1,0.75,milp,"q[3,NL0 1 coal]",148.75
1,0.75,milp,"q[1,NL0 10 nuclear]",125.0
1,0.75,milp,"q[2,NL0 10 nuclear]",126.25
1,0.75,milp,"q[3,NL0 10 nuclear]",126.25
1,0.75,milp,"q[1,NL0 0 0 solar]",50.0
1,0.75,milp,"q[2,NL0 0 0 solar]",0.0
1,0.75,milp,"q[3,NL0 0 0 solar]",25.0
1,0.75,milp,"q[1,NL0 1 0 solar]",25.0
1,0.75,milp,"q[2,NL0 1 0 solar]",50.0
1,0.75,milp,"q[3,NL0 1 0 solar]",0.0
1,0.75,milp,"q[1,NL0 10 0 solar]",0.0
1,0.75,milp,"q[2,NL0 10 0 solar]",25.0
1,0.75,milp,"q[3,NL0 10 0 solar]",50.0
1,0.75,milp,c[NL0 0 CCGT],18.214285714285715
1,0.75,milp,c[NL0 1 coal],153.75
1,0.75,milp,c[NL0 10 nuclear],126.25
1,0.75,milp,c_cm_I[NL0 0 CCGT],18.214285714285715
1,0.75,milp,c_cm_I[NL0 1 coal],153.75
1,0.75,milp,c_cm_I[NL0 10 nuclear],126.25
1,0.75,milp,c_cm_J[NL0 0 0 solar],0.0
1,0.75,milp,c_cm_J[NL0 1 0 solar],0.0
1,0.75,milp,c_cm_J[NL0 10 0 solar],0.0
1,0.75,milp,c_dem[1],18.214285714285715
1,0.75,milp,c_dem[2],153.75
1,0.75,milp,c_dem[3],126.25
1,0.75,milp,"f_trans[(1, 2)]",-3.75
1,0.75,milp,"f_trans[(1, 3)]",-3.75
1,0.75,milp,"f_trans[(2, 3)]",-7.5
1,0.75,milp,lambda_e[1],4.0
1,0.75,milp,lambda_e[2],5.0
1,0.75,milp,lambda_e[3],5.0
1,0.75,milp,lambda_c[1],22.5
1,0.75,milp,lambda_c[2],30.0
1,0.75,milp,lambda_c[3],35.5
1,0.75,milp,lambda_c_sys,0.0
1,0.75,milp,"mu_g_up_I[1,NL0 0 CCGT]",0.0
1,0.75,milp,"mu_g_up_I[2,NL0 0 CCGT]",0.0
1,0.75,milp,"mu_g_up_I[3,NL0 0 CCGT]",0.0
1,0.75,milp,"mu_g_up_I[1,NL0 1 coal]",0.0
1,0.75,milp,"mu_g_up_I[2,NL0 1 coal]",0.0
1,0.75,milp,"mu_g_up_I[3,NL0 1 coal]",0.0
1,0.75,milp,"mu_g_up_I[1,NL0 10 nuclear]",0.0
1,0.75,milp,"mu_g_up_I[2,NL0 10 nuclear]",1.0
1,0.75,milp,"mu_g_up_I[3,NL0 10 nuclear]",1.0
1,0.75,milp,"mu_g_up_J[1,NL0 0 0 solar]",3.9899999999997817
